hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,quarterly,State,Utah,UT,2013,1,165.2,267.4
traditional,purchase-only,quarterly,State,Utah,UT,2014,1,184.11,285.83
traditional,purchase-only,quarterly,State,Utah,UT,2015,1,198.94,300.22
traditional,purchase-only,quarterly,State,Utah,UT,2016,1,221.14,322.18
traditional,purchase-only,quarterly,State,Utah,UT,2017,1,247.21,347.99
traditional,purchase-only,quarterly,State,Utah,UT,2018,1,284.05,384.77
traditional,purchase-only,quarterly,State,Utah,UT,2019,1,316.11,416.64
traditional,purchase-only,quarterly,State,Utah,UT,2020,1,356.86,457.3
traditional,purchase-only,quarterly,State,Utah,UT,2021,1,445.04,545.25
traditional,purchase-only,quarterly,State,Utah,UT,2022,1,587.61,687.65
traditional,purchase-only,quarterly,State,Utah,UT,2023,1,561.26,660.89
traditional,purchase-only,quarterly,State,Utah,UT,2024,1,596.02,695.47
traditional,purchase-only,quarterly,State,Virginia,VA,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Virginia,VA,1992,1,1.17,101.18
traditional,purchase-only,quarterly,State,Virginia,VA,1993,1,0.92,100.93
traditional,purchase-only,quarterly,State,Virginia,VA,1994,1,2.5,102.48
traditional,purchase-only,quarterly,State,Virginia,VA,1995,1,4.55,104.5
traditional,purchase-only,quarterly,State,Virginia,VA,1996,1,6.12,106.02
traditional,purchase-only,quarterly,State,Virginia,VA,1997,1,8.24,108.11
traditional,purchase-only,quarterly,State,Virginia,VA,1998,1,10.18,110.03
traditional,purchase-only,quarterly,State,Virginia,VA,1999,1,16.59,116.5
traditional,purchase-only,quarterly,State,Virginia,VA,2000,1,23.09,123.07
traditional,purchase-only,quarterly,State,Virginia,VA,2001,1,34.02,134.11
traditional,purchase-only,quarterly,State,Virginia,VA,2002,1,45.2,145.38
traditional,purchase-only,quarterly,State,Virginia,VA,2003,1,59.96,160.24
traditional,purchase-only,quarterly,State,Virginia,VA,2004,1,80.18,180.52
traditional,purchase-only,quarterly,State,Virginia,VA,2005,1,109.28,209.63
traditional,purchase-only,quarterly,State,Virginia,VA,2006,1,137.78,238.12
traditional,purchase-only,quarterly,State,Virginia,VA,2007,1,146.36,246.86
traditional,purchase-only,quarterly,State,Virginia,VA,2008,1,132.57,233.45
traditional,purchase-only,quarterly,State,Virginia,VA,2009,1,109.94,211.23
traditional,purchase-only,quarterly,State,Virginia,VA,2010,1,107.42,209.24
traditional,purchase-only,quarterly,State,Virginia,VA,2011,1,98.76,200.91
traditional,purchase-only,quarterly,State,Virginia,VA,2012,1,99.38,201.79
traditional,purchase-only,quarterly,State,Virginia,VA,2013,1,106.63,209.05
traditional,purchase-only,quarterly,State,Virginia,VA,2014,1,112.9,215.19
traditional,purchase-only,quarterly,State,Virginia,VA,2015,1,117.89,219.9
traditional,purchase-only,quarterly,State,Virginia,VA,2016,1,125.22,227.01
traditional,purchase-only,quarterly,State,Virginia,VA,2017,1,133.01,234.49
traditional,purchase-only,quarterly,State,Virginia,VA,2018,1,146.36,247.69
traditional,purchase-only,quarterly,State,Virginia,VA,2019,1,154.74,255.73
traditional,purchase-only,quarterly,State,Virginia,VA,2020,1,172.6,273.31
traditional,purchase-only,quarterly,State,Virginia,VA,2021,1,203.76,304.16
traditional,purchase-only,quarterly,State,Virginia,VA,2022,1,250.27,350.32
traditional,purchase-only,quarterly,State,Virginia,VA,2023,1,271.65,371.24
traditional,purchase-only,quarterly,State,Virginia,VA,2024,1,295.6,394.8
traditional,purchase-only,quarterly,State,Vermont,VT,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Vermont,VT,1992,1,-0.26,99.86
traditional,purchase-only,quarterly,State,Vermont,VT,1993,1,0.8,101.06
traditional,purchase-only,quarterly,State,Vermont,VT,1994,1,1.64,102.08
traditional,purchase-only,quarterly,State,Vermont,VT,1995,1,-2.32,98.22
traditional,purchase-only,quarterly,State,Vermont,VT,1996,1,3.97,104.69
traditional,purchase-only,quarterly,State,Vermont,VT,1997,1,1.6,102.37
traditional,purchase-only,quarterly,State,Vermont,VT,1998,1,3.89,104.82
traditional,purchase-only,quarterly,State,Vermont,VT,1999,1,6.63,107.69
traditional,purchase-only,quarterly,State,Vermont,VT,2000,1,17.12,118.5
traditional,purchase-only,quarterly,State,Vermont,VT,2001,1,26.89,128.56
traditional,purchase-only,quarterly,State,Vermont,VT,2002,1,39.11,141.12
traditional,purchase-only,quarterly,State,Vermont,VT,2003,1,49.43,151.78
traditional,purchase-only,quarterly,State,Vermont,VT,2004,1,66.8,169.62
traditional,purchase-only,quarterly,State,Vermont,VT,2005,1,90.44,193.63
traditional,purchase-only,quarterly,State,Vermont,VT,2006,1,103.71,206.84
traditional,purchase-only,quarterly,State,Vermont,VT,2007,1,112.83,215.39
traditional,purchase-only,quarterly,State,Vermont,VT,2008,1,115.64,217.28
traditional,purchase-only,quarterly,State,Vermont,VT,2009,1,107.6,208.08
traditional,purchase-only,quarterly,State,Vermont,VT,2010,1,106.28,205.92
traditional,purchase-only,quarterly,State,Vermont,VT,2011,1,102.2,201.61
traditional,purchase-only,quarterly,State,Vermont,VT,2012,1,104.67,204.53
traditional,purchase-only,quarterly,State,Vermont,VT,2013,1,105.42,206.14
traditional,purchase-only,quarterly,State,Vermont,VT,2014,1,101.46,203.08
traditional,purchase-only,quarterly,State,Vermont,VT,2015,1,101.49,203.98
traditional,purchase-only,quarterly,State,Vermont,VT,2016,1,104.09,207.06
traditional,purchase-only,quarterly,State,Vermont,VT,2017,1,121.71,225.06
traditional,purchase-only,quarterly,State,Vermont,VT,2018,1,121.5,224.71
traditional,purchase-only,quarterly,State,Vermont,VT,2019,1,133.09,236.59
traditional,purchase-only,quarterly,State,Vermont,VT,2020,1,152.3,256.3
traditional,purchase-only,quarterly,State,Vermont,VT,2021,1,178.35,283.02
traditional,purchase-only,quarterly,State,Vermont,VT,2022,1,233.68,339.21
traditional,purchase-only,quarterly,State,Vermont,VT,2023,1,257.51,363.11
traditional,purchase-only,quarterly,State,Vermont,VT,2024,1,304.88,410.56
traditional,purchase-only,quarterly,State,Washington,WA,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Washington,WA,1992,1,3.92,103.95
traditional,purchase-only,quarterly,State,Washington,WA,1993,1,8.36,108.41
traditional,purchase-only,quarterly,State,Washington,WA,1994,1,14.95,115.02
traditional,purchase-only,quarterly,State,Washington,WA,1995,1,19.69,119.73
traditional,purchase-only,quarterly,State,Washington,WA,1996,1,20.73,120.71
traditional,purchase-only,quarterly,State,Washington,WA,1997,1,24.11,124.0
traditional,purchase-only,quarterly,State,Washington,WA,1998,1,32.64,132.4
traditional,purchase-only,quarterly,State,Washington,WA,1999,1,41.2,140.77
traditional,purchase-only,quarterly,State,Washington,WA,2000,1,49.74,149.1
traditional,purchase-only,quarterly,State,Washington,WA,2001,1,56.68,155.93
traditional,purchase-only,quarterly,State,Washington,WA,2002,1,64.33,163.59
traditional,purchase-only,quarterly,State,Washington,WA,2003,1,72.82,172.24
traditional,purchase-only,quarterly,State,Washington,WA,2004,1,88.58,188.2
traditional,purchase-only,quarterly,State,Washington,WA,2005,1,112.81,212.58
traditional,purchase-only,quarterly,State,Washington,WA,2006,1,149.7,249.6
traditional,purchase-only,quarterly,State,Washington,WA,2007,1,174.7,274.73
traditional,purchase-only,quarterly,State,Washington,WA,2008,1,169.16,269.53
traditional,purchase-only,quarterly,State,Washington,WA,2009,1,145.97,246.61
traditional,purchase-only,quarterly,State,Washington,WA,2010,1,130.78,231.87
traditional,purchase-only,quarterly,State,Washington,WA,2011,1,110.23,211.65
traditional,purchase-only,quarterly,State,Washington,WA,2012,1,99.87,201.63
traditional,purchase-only,quarterly,State,Washington,WA,2013,1,117.88,219.87
traditional,purchase-only,quarterly,State,Washington,WA,2014,1,131.9,233.78
traditional,purchase-only,quarterly,State,Washington,WA,2015,1,150.66,252.23
traditional,purchase-only,quarterly,State,Washington,WA,2016,1,177.18,278.34
traditional,purchase-only,quarterly,State,Washington,WA,2017,1,207.48,307.99
traditional,purchase-only,quarterly,State,Washington,WA,2018,1,244.06,343.77
traditional,purchase-only,quarterly,State,Washington,WA,2019,1,266.01,365.24
traditional,purchase-only,quarterly,State,Washington,WA,2020,1,299.15,398.14
traditional,purchase-only,quarterly,State,Washington,WA,2021,1,363.27,462.14
traditional,purchase-only,quarterly,State,Washington,WA,2022,1,458.36,556.76
traditional,purchase-only,quarterly,State,Washington,WA,2023,1,445.91,544.17
traditional,purchase-only,quarterly,State,Washington,WA,2024,1,471.85,569.86
traditional,purchase-only,quarterly,State,Wisconsin,WI,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Wisconsin,WI,1992,1,5.38,105.38
traditional,purchase-only,quarterly,State,Wisconsin,WI,1993,1,13.53,113.55
traditional,purchase-only,quarterly,State,Wisconsin,WI,1994,1,23.03,123.08
traditional,purchase-only,quarterly,State,Wisconsin,WI,1995,1,28.75,128.84
traditional,purchase-only,quarterly,State,Wisconsin,WI,1996,1,33.76,133.92
traditional,purchase-only,quarterly,State,Wisconsin,WI,1997,1,38.38,138.6
traditional,purchase-only,quarterly,State,Wisconsin,WI,1998,1,42.94,143.2
traditional,purchase-only,quarterly,State,Wisconsin,WI,1999,1,50.07,150.37
traditional,purchase-only,quarterly,State,Wisconsin,WI,2000,1,59.79,160.15
traditional,purchase-only,quarterly,State,Wisconsin,WI,2001,1,68.28,168.68
traditional,purchase-only,quarterly,State,Wisconsin,WI,2002,1,76.64,177.1
traditional,purchase-only,quarterly,State,Wisconsin,WI,2003,1,87.75,188.29
traditional,purchase-only,quarterly,State,Wisconsin,WI,2004,1,100.77,201.44
traditional,purchase-only,quarterly,State,Wisconsin,WI,2005,1,111.46,212.2
traditional,purchase-only,quarterly,State,Wisconsin,WI,2006,1,122.58,223.39
traditional,purchase-only,quarterly,State,Wisconsin,WI,2007,1,123.95,224.85
traditional,purchase-only,quarterly,State,Wisconsin,WI,2008,1,119.8,220.91
traditional,purchase-only,quarterly,State,Wisconsin,WI,2009,1,114.33,215.74
traditional,purchase-only,quarterly,State,Wisconsin,WI,2010,1,102.68,204.43
traditional,purchase-only,quarterly,State,Wisconsin,WI,2011,1,92.12,194.18
traditional,purchase-only,quarterly,State,Wisconsin,WI,2012,1,90.86,193.21
traditional,purchase-only,quarterly,State,Wisconsin,WI,2013,1,93.97,196.49
traditional,purchase-only,quarterly,State,Wisconsin,WI,2014,1,99.97,202.52
traditional,purchase-only,quarterly,State,Wisconsin,WI,2015,1,109.21,211.74
traditional,purchase-only,quarterly,State,Wisconsin,WI,2016,1,117.4,219.82
traditional,purchase-only,quarterly,State,Wisconsin,WI,2017,1,129.58,231.89
traditional,purchase-only,quarterly,State,Wisconsin,WI,2018,1,145.1,247.4
traditional,purchase-only,quarterly,State,Wisconsin,WI,2019,1,159.47,261.78
traditional,purchase-only,quarterly,State,Wisconsin,WI,2020,1,177.66,280.03
traditional,purchase-only,quarterly,State,Wisconsin,WI,2021,1,209.59,312.01
traditional,purchase-only,quarterly,State,Wisconsin,WI,2022,1,256.34,358.87
traditional,purchase-only,quarterly,State,Wisconsin,WI,2023,1,283.6,385.96
traditional,purchase-only,quarterly,State,Wisconsin,WI,2024,1,321.06,423.3
traditional,purchase-only,quarterly,State,West Virginia,WV,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,West Virginia,WV,1992,1,3.26,103.16
traditional,purchase-only,quarterly,State,West Virginia,WV,1993,1,7.92,107.69
traditional,purchase-only,quarterly,State,West Virginia,WV,1994,1,16.91,116.56
traditional,purchase-only,quarterly,State,West Virginia,WV,1995,1,23.18,122.81
traditional,purchase-only,quarterly,State,West Virginia,WV,1996,1,28.3,128.03
traditional,purchase-only,quarterly,State,West Virginia,WV,1997,1,26.17,126.1
traditional,purchase-only,quarterly,State,West Virginia,WV,1998,1,29.7,129.83
traditional,purchase-only,quarterly,State,West Virginia,WV,1999,1,34.76,134.99
traditional,purchase-only,quarterly,State,West Virginia,WV,2000,1,36.47,136.65
traditional,purchase-only,quarterly,State,West Virginia,WV,2001,1,40.46,140.53
traditional,purchase-only,quarterly,State,West Virginia,WV,2002,1,44.54,144.62
traditional,purchase-only,quarterly,State,West Virginia,WV,2003,1,50.71,150.89
traditional,purchase-only,quarterly,State,West Virginia,WV,2004,1,58.09,158.38
traditional,purchase-only,quarterly,State,West Virginia,WV,2005,1,68.64,169.08
traditional,purchase-only,quarterly,State,West Virginia,WV,2006,1,82.4,183.16
traditional,purchase-only,quarterly,State,West Virginia,WV,2007,1,89.4,190.55
traditional,purchase-only,quarterly,State,West Virginia,WV,2008,1,87.64,189.06
traditional,purchase-only,quarterly,State,West Virginia,WV,2009,1,82.82,184.25
traditional,purchase-only,quarterly,State,West Virginia,WV,2010,1,80.04,181.44
traditional,purchase-only,quarterly,State,West Virginia,WV,2011,1,82.37,183.58
traditional,purchase-only,quarterly,State,West Virginia,WV,2012,1,90.86,191.92
traditional,purchase-only,quarterly,State,West Virginia,WV,2013,1,88.63,189.73
traditional,purchase-only,quarterly,State,West Virginia,WV,2014,1,95.54,197.27
traditional,purchase-only,quarterly,State,West Virginia,WV,2015,1,93.38,195.78
traditional,purchase-only,quarterly,State,West Virginia,WV,2016,1,97.94,201.0
traditional,purchase-only,quarterly,State,West Virginia,WV,2017,1,98.42,201.78
traditional,purchase-only,quarterly,State,West Virginia,WV,2018,1,103.83,207.32
traditional,purchase-only,quarterly,State,West Virginia,WV,2019,1,112.48,215.77
traditional,purchase-only,quarterly,State,West Virginia,WV,2020,1,115.07,217.75
traditional,purchase-only,quarterly,State,West Virginia,WV,2021,1,138.06,240.48
traditional,purchase-only,quarterly,State,West Virginia,WV,2022,1,172.27,274.68
traditional,purchase-only,quarterly,State,West Virginia,WV,2023,1,187.71,290.21
traditional,purchase-only,quarterly,State,West Virginia,WV,2024,1,195.26,297.82
traditional,purchase-only,quarterly,State,Wyoming,WY,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Wyoming,WY,1992,1,6.41,106.44
traditional,purchase-only,quarterly,State,Wyoming,WY,1993,1,12.15,112.21
traditional,purchase-only,quarterly,State,Wyoming,WY,1994,1,26.74,126.92
traditional,purchase-only,quarterly,State,Wyoming,WY,1995,1,35.52,135.75
traditional,purchase-only,quarterly,State,Wyoming,WY,1996,1,43.63,143.91
traditional,purchase-only,quarterly,State,Wyoming,WY,1997,1,45.82,146.05
traditional,purchase-only,quarterly,State,Wyoming,WY,1998,1,51.03,151.21
traditional,purchase-only,quarterly,State,Wyoming,WY,1999,1,55.56,155.62
traditional,purchase-only,quarterly,State,Wyoming,WY,2000,1,61.83,161.79
traditional,purchase-only,quarterly,State,Wyoming,WY,2001,1,68.51,168.35
traditional,purchase-only,quarterly,State,Wyoming,WY,2002,1,83.06,182.74
traditional,purchase-only,quarterly,State,Wyoming,WY,2003,1,92.61,192.04
traditional,purchase-only,quarterly,State,Wyoming,WY,2004,1,114.73,213.94
traditional,purchase-only,quarterly,State,Wyoming,WY,2005,1,134.83,233.79
traditional,purchase-only,quarterly,State,Wyoming,WY,2006,1,166.76,265.72
traditional,purchase-only,quarterly,State,Wyoming,WY,2007,1,194.57,293.72
traditional,purchase-only,quarterly,State,Wyoming,WY,2008,1,205.27,305.01
traditional,purchase-only,quarterly,State,Wyoming,WY,2009,1,185.91,286.03
traditional,purchase-only,quarterly,State,Wyoming,WY,2010,1,179.16,279.7
traditional,purchase-only,quarterly,State,Wyoming,WY,2011,1,178.34,278.98
traditional,purchase-only,quarterly,State,Wyoming,WY,2012,1,179.18,279.78
traditional,purchase-only,quarterly,State,Wyoming,WY,2013,1,184.44,284.72
traditional,purchase-only,quarterly,State,Wyoming,WY,2014,1,204.54,304.68
traditional,purchase-only,quarterly,State,Wyoming,WY,2015,1,213.22,313.24
traditional,purchase-only,quarterly,State,Wyoming,WY,2016,1,216.79,316.91
traditional,purchase-only,quarterly,State,Wyoming,WY,2017,1,218.63,318.89
traditional,purchase-only,quarterly,State,Wyoming,WY,2018,1,229.24,329.87
traditional,purchase-only,quarterly,State,Wyoming,WY,2019,1,239.69,340.65
traditional,purchase-only,quarterly,State,Wyoming,WY,2020,1,267.15,368.41
traditional,purchase-only,quarterly,State,Wyoming,WY,2021,1,297.82,399.15
traditional,purchase-only,quarterly,State,Wyoming,WY,2022,1,364.36,465.53
traditional,purchase-only,quarterly,State,Wyoming,WY,2023,1,394.66,495.46
traditional,purchase-only,quarterly,State,Wyoming,WY,2024,1,415.35,515.61
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1991,1,0.0,100.0
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1992,1,2.25,102.27
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1993,1,3.77,103.81
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1994,1,7.54,107.61
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1995,1,10.24,110.33
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1996,1,13.55,113.65
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1997,1,16.4,116.5
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1998,1,20.98,121.08
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,1999,1,28.11,128.22
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2000,1,36.33,136.46
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2001,1,45.86,146.04
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2002,1,55.29,155.54
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2003,1,67.21,167.56
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2004,1,81.0,181.45
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2005,1,99.79,200.37
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2006,1,117.99,218.73
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2007,1,122.03,222.96
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2008,1,109.39,210.51
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2009,1,91.08,192.39
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2010,1,85.45,187.0
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2011,1,75.46,177.12
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2012,1,75.51,177.23
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2013,1,86.99,188.76
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2014,1,98.17,199.87
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2015,1,107.7,209.23
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2016,1,118.89,220.23
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2017,1,132.07,233.19
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2018,1,148.01,248.96
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2019,1,160.15,260.97
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2020,1,176.39,277.2
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2021,1,212.3,313.18
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2022,1,269.38,370.41
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2023,1,285.32,386.33
traditional,purchase-only,quarterly,USA or Census Division,United States,USA,2024,1,310.94,411.92
